PulseResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Px [uC/cm2]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	Rav [Ohm]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Write Pulse Time [s]	Write Pulse Rise Time [s]	Write Pulse Amplitude [V]	Pund Frequency [Hz]	Pund Amplitude [V]	Write Pulse Delay [s]	Pulse Points []	Read Pulse Delay [s]	Number of pulses []	Current Range []	
1.000000e+000	9.596670e-001	-1.966030e+000	-8.251400e+001	9.667890e+001	-8.616620e+001	9.245780e+001	-7.389290e+001	2.558050e+002	8.945420e+001	1.663510e+002	5.854210e+002	3.565640e+005	0.000000e+000	2.999870e+000	-2.956390e+000	1.819120e+002	-1.819120e+002	2.195910e-004	-2.077160e-004	1.000000e-003	1.000000e-003	3.000000e+000	2.500000e+003	3.000000e+000	1.990000e-001	4.010000e+002	1.000000e-003	5.000000e+000	5.000000e+000	

Pulse
Program: aixPlorer Software version 3.0.64.0
TimeStamp: 06/09/2025 18:39:37
TfaModule: PM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU1012-1
TfaVersion: 4.4.0

Table 1
Timestamp: 06/09/2025 18:39:37
TableVersion: 4.4.0
Number of pulses: 5
Pulse Sequence: 0XUNDP-
Pulse Points: 401
Monitoring: YES
SampleName: 123
Area [mm2]: 0.0025
Thickness [nm]: 9
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Voltage Monitor Range: passive monitor
Pund Frequency [Hz]: 2500
Pund Amplitude [V]: 3
Write Pulse Time [s]: 0.001
Write Pulse Rise Time [s]: 0.001
Write Pulse Amplitude [V]: 3
Waveform: 0
Read Pulse Delay [s]: 0.001
Write Pulse Delay [s]: 0.199
Settings: OM MON
Pvmax+ [uC/cm2]: 181.912
Pvmax- [uC/cm2]: -181.912
Pr+ [uC/cm2]: 96.6789
Pr- [uC/cm2]: -86.1662
Prrel+ [uC/cm2]: 92.4578
Prrel- [uC/cm2]: -73.8929
Px [uC/cm2]: -82.514
Pnsw [uC/cm2]: 89.4542
Psw [uC/cm2]: 255.805
dPsw [uC/cm2]: 166.351
Vc+ [V]: 0.959667
Vc- [V]: -1.96603
Rav [Ohm]: 356564
Wloss [uJ/cm2]: 585.421
Vmax+ [V]: 2.99987
Vmax- [V]: -2.95639
Ipk+ [A]: 0.000219591
Ipk- [A]: -0.000207716
Basic System: TFAnalyzer 3000
Measure Head: FE 929-2HSIN
MeasureHal Profile: default
Program Version: 3.0.64.0
Operator: Unknown
HV Amplifier: FE-Head (Monitored)
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	
1.578567e-004	1.281947e+000	-2.097533e-005	1.346157e+002	1.357857e-003	1.305072e+000	-2.107418e-005	1.342409e+002	2.557857e-003	-1.258784e+000	2.358529e-005	-1.321643e+002	3.757857e-003	-1.255602e+000	2.448944e-005	-1.315820e+002	4.957857e-003	1.301435e+000	-2.097738e-005	1.351560e+002	
1.586048e-004	1.261222e+000	-2.422177e-005	1.339395e+002	1.358605e-003	1.282479e+000	-2.155587e-005	1.336030e+002	2.558605e-003	-1.236961e+000	2.480804e-005	-1.314402e+002	3.758605e-003	-1.237036e+000	2.231059e-005	-1.308817e+002	4.958605e-003	1.280480e+000	-2.420320e-005	1.344799e+002	
1.593529e-004	1.237747e+000	-2.042872e-005	1.332714e+002	1.359353e-003	1.261187e+000	-1.993283e-005	1.329822e+002	2.559353e-003	-1.213828e+000	2.397422e-005	-1.307103e+002	3.759353e-003	-1.213269e+000	3.006438e-005	-1.300981e+002	4.959353e-003	1.257262e+000	-1.875827e-005	1.338371e+002	
1.601011e-004	1.214725e+000	-2.297372e-005	1.326220e+002	1.360101e-003	1.237583e+000	-2.297922e-005	1.323401e+002	2.560101e-003	-1.191772e+000	2.288035e-005	-1.300092e+002	3.760101e-003	-1.190605e+000	2.419443e-005	-1.292862e+002	4.960101e-003	1.235234e+000	-2.333705e-005	1.332072e+002	
1.608492e-004	1.192739e+000	-2.347915e-005	1.319269e+002	1.360849e-003	1.215404e+000	-2.094813e-005	1.316829e+002	2.560849e-003	-1.167260e+000	2.198774e-005	-1.293378e+002	3.760849e-003	-1.168443e+000	2.857580e-005	-1.284966e+002	4.960849e-003	1.213282e+000	-2.670362e-005	1.324585e+002	
1.615974e-004	1.170428e+000	-2.272815e-005	1.312355e+002	1.361597e-003	1.192266e+000	-2.193537e-005	1.310412e+002	2.561597e-003	-1.145450e+000	2.523544e-005	-1.286312e+002	3.761597e-003	-1.144506e+000	2.522767e-005	-1.276916e+002	4.961597e-003	1.190315e+000	-1.969436e-005	1.317643e+002	
1.623455e-004	1.147648e+000	-2.239217e-005	1.305604e+002	1.362345e-003	1.170340e+000	-2.267111e-005	1.303738e+002	2.562345e-003	-1.122218e+000	2.412875e-005	-1.278926e+002	3.762345e-003	-1.121966e+000	2.135065e-005	-1.269946e+002	4.962345e-003	1.168612e+000	-2.512935e-005	1.310936e+002	
1.630936e-004	1.123543e+000	-2.308299e-005	1.298800e+002	1.363094e-003	1.148276e+000	-2.008961e-005	1.297340e+002	2.563094e-003	-1.102417e+000	2.553185e-005	-1.271496e+002	3.763094e-003	-1.100758e+000	2.675238e-005	-1.262749e+002	4.963094e-003	1.146648e+000	-2.328667e-005	1.303691e+002	
1.638418e-004	1.100092e+000	-1.826188e-005	1.292613e+002	1.363842e-003	1.124354e+000	-2.135430e-005	1.291138e+002	2.563842e-003	-1.080860e+000	2.506199e-005	-1.263925e+002	3.763842e-003	-1.078124e+000	2.179707e-005	-1.255484e+002	4.963842e-003	1.123277e+000	-1.944898e-005	1.297297e+002	
1.645899e-004	1.080050e+000	-2.187000e-005	1.286608e+002	1.364590e-003	1.104024e+000	-2.040383e-005	1.284890e+002	2.564590e-003	-1.057993e+000	2.381477e-005	-1.256612e+002	3.764590e-003	-1.054290e+000	2.389499e-005	-1.248648e+002	4.964590e-003	1.100483e+000	-2.404861e-005	1.290789e+002	
1.653380e-004	1.057450e+000	-2.209828e-005	1.280030e+002	1.365338e-003	1.080172e+000	-2.330167e-005	1.278351e+002	2.565338e-003	-1.036435e+000	2.758809e-005	-1.248921e+002	3.765338e-003	-1.031953e+000	2.440168e-005	-1.241421e+002	4.965338e-003	1.077874e+000	-2.004443e-005	1.284191e+002	
1.660862e-004	1.035814e+000	-2.061361e-005	1.273639e+002	1.366086e-003	1.056569e+000	-2.201388e-005	1.271570e+002	2.566086e-003	-1.012313e+000	2.373540e-005	-1.241242e+002	3.766086e-003	-1.010727e+000	2.019887e-005	-1.234748e+002	4.966086e-003	1.056141e+000	-2.332358e-005	1.277702e+002	
1.668343e-004	1.014091e+000	-1.981805e-005	1.267589e+002	1.366834e-003	1.034042e+000	-2.256983e-005	1.264899e+002	2.566834e-003	-9.898815e-001	2.522850e-005	-1.233915e+002	3.766834e-003	-9.879362e-001	2.419890e-005	-1.228105e+002	4.966834e-003	1.032429e+000	-2.241873e-005	1.270858e+002	
1.675824e-004	9.914256e-001	-2.259529e-005	1.261243e+002	1.367582e-003	1.011640e+000	-2.468813e-005	1.257828e+002	2.567582e-003	-9.678414e-001	2.472986e-005	-1.226440e+002	3.767582e-003	-9.658174e-001	2.236073e-005	-1.221138e+002	4.967582e-003	1.011441e+000	-2.091203e-005	1.264374e+002	
1.683306e-004	9.692348e-001	-2.086488e-005	1.254740e+002	1.368331e-003	9.900000e-001	-1.819645e-005	1.251412e+002	2.568331e-003	-9.462925e-001	2.081713e-005	-1.219625e+002	3.768331e-003	-9.446029e-001	2.311641e-005	-1.214333e+002	4.968331e-003	9.884949e-001	-2.132978e-005	1.258054e+002	
1.690787e-004	9.473562e-001	-2.221213e-005	1.248295e+002	1.369079e-003	9.680057e-001	-2.127485e-005	1.245506e+002	2.569079e-003	-9.240034e-001	2.926512e-005	-1.212131e+002	3.769079e-003	-9.197866e-001	2.384217e-005	-1.207307e+002	4.969079e-003	9.652742e-001	-1.904899e-005	1.252012e+002	
1.698269e-004	9.247474e-001	-2.162891e-005	1.241735e+002	1.369827e-003	9.461369e-001	-2.137751e-005	1.239124e+002	2.569827e-003	-9.026003e-001	3.222001e-005	-1.202931e+002	3.769827e-003	-8.992000e-001	2.313906e-005	-1.200277e+002	4.969827e-003	9.440457e-001	-2.229843e-005	1.245825e+002	
1.705750e-004	9.031344e-001	-2.176926e-005	1.235241e+002	1.370575e-003	9.239441e-001	-2.274692e-005	1.232522e+002	2.570575e-003	-8.790467e-001	1.723394e-005	-1.195532e+002	3.770575e-003	-8.764477e-001	2.815357e-005	-1.192603e+002	4.970575e-003	9.213361e-001	-2.248786e-005	1.239124e+002	
1.713231e-004	8.799384e-001	-2.265534e-005	1.228594e+002	1.371323e-003	9.009915e-001	-2.386539e-005	1.225547e+002	2.571323e-003	-8.568828e-001	2.493476e-005	-1.189222e+002	3.771323e-003	-8.545356e-001	2.543606e-005	-1.184584e+002	4.971323e-003	8.999163e-001	-2.193186e-005	1.232478e+002	
1.720713e-004	8.566890e-001	-2.181449e-005	1.221940e+002	1.372071e-003	8.793666e-001	-2.107256e-005	1.218823e+002	2.572071e-003	-8.346344e-001	2.560981e-005	-1.181659e+002	3.772071e-003	-8.319746e-001	2.658178e-005	-1.176801e+002	4.972071e-003	8.774238e-001	-2.558440e-005	1.225368e+002	
1.728194e-004	8.356194e-001	-2.312963e-005	1.215215e+002	1.372819e-003	8.569219e-001	-2.325608e-005	1.212190e+002	2.572819e-003	-8.115619e-001	2.542468e-005	-1.174023e+002	3.772819e-003	-8.093257e-001	2.810387e-005	-1.168618e+002	4.972819e-003	8.535343e-001	-2.380450e-005	1.217978e+002	
1.735675e-004	8.114417e-001	-2.073545e-005	1.208652e+002	1.373568e-003	8.353513e-001	-2.177270e-005	1.205453e+002	2.573568e-003	-7.887091e-001	2.635708e-005	-1.166275e+002	3.773568e-003	-7.864647e-001	2.596809e-005	-1.160528e+002	4.973568e-003	8.310762e-001	-1.959655e-005	1.211484e+002	
1.743157e-004	7.886680e-001	-2.308883e-005	1.202095e+002	1.374316e-003	8.116051e-001	-2.210308e-005	1.198888e+002	2.574316e-003	-7.655215e-001	2.686236e-005	-1.158312e+002	3.774316e-003	-7.644667e-001	2.745682e-005	-1.152534e+002	4.974316e-003	8.100532e-001	-2.161601e-005	1.205318e+002	
1.750638e-004	7.673736e-001	-2.260048e-005	1.195258e+002	1.375064e-003	7.901066e-001	-2.160815e-005	1.192347e+002	2.575064e-003	-7.441044e-001	2.410579e-005	-1.150686e+002	3.775064e-003	-7.423018e-001	2.506186e-005	-1.144676e+002	4.975064e-003	7.881636e-001	-2.033543e-005	1.199040e+002	
1.758119e-004	7.461298e-001	-2.087300e-005	1.188753e+002	1.375812e-003	7.679363e-001	-2.157966e-005	1.185885e+002	2.575812e-003	-7.217814e-001	2.675069e-005	-1.143076e+002	3.775812e-003	-7.195631e-001	2.631602e-005	-1.136988e+002	4.975812e-003	7.649364e-001	-2.175166e-005	1.192743e+002	
1.765601e-004	7.228919e-001	-2.217070e-005	1.182313e+002	1.376560e-003	7.442582e-001	-2.254944e-005	1.179282e+002	2.576560e-003	-6.997224e-001	2.608081e-005	-1.135171e+002	3.776560e-003	-6.965744e-001	2.492847e-005	-1.129321e+002	4.976560e-003	7.418272e-001	-2.037429e-005	1.186440e+002	
1.773082e-004	7.010738e-001	-2.237327e-005	1.175648e+002	1.377308e-003	7.200426e-001	-2.106160e-005	1.172757e+002	2.577308e-003	-6.772165e-001	2.614894e-005	-1.127356e+002	3.777308e-003	-6.751926e-001	2.292142e-005	-1.122161e+002	4.977308e-003	7.206529e-001	-2.360189e-005	1.179860e+002	
1.780563e-004	6.784915e-001	-2.134661e-005	1.169106e+002	1.378056e-003	6.986865e-001	-2.129489e-005	1.166419e+002	2.578056e-003	-6.554189e-001	2.534417e-005	-1.119652e+002	3.778056e-003	-6.543747e-001	2.817674e-005	-1.114515e+002	4.978056e-003	6.986957e-001	-2.244428e-005	1.172970e+002	
1.788045e-004	6.551536e-001	-2.152406e-005	1.162692e+002	1.378804e-003	6.769174e-001	-2.187585e-005	1.159960e+002	2.578804e-003	-6.311653e-001	2.793900e-005	-1.111679e+002	3.778804e-003	-6.304706e-001	2.635970e-005	-1.106355e+002	4.978804e-003	6.750319e-001	-2.485552e-005	1.165893e+002	
1.795526e-004	6.329052e-001	-2.397762e-005	1.155883e+002	1.379553e-003	6.551338e-001	-2.162133e-005	1.153451e+002	2.579553e-003	-6.090466e-001	2.542150e-005	-1.103695e+002	3.779553e-003	-6.081642e-001	2.576816e-005	-1.098555e+002	4.979553e-003	6.528957e-001	-2.316968e-005	1.158707e+002	
1.803008e-004	6.096909e-001	-2.278147e-005	1.148887e+002	1.380301e-003	6.325735e-001	-2.138277e-005	1.147017e+002	2.580301e-003	-5.858228e-001	2.614076e-005	-1.095980e+002	3.780301e-003	-5.853807e-001	2.580203e-005	-1.090839e+002	4.980301e-003	6.318266e-001	-2.293693e-005	1.151808e+002	
1.810489e-004	5.873673e-001	-2.225718e-005	1.142148e+002	1.381049e-003	6.114862e-001	-2.203632e-005	1.140520e+002	2.581049e-003	-5.632807e-001	2.674363e-005	-1.088067e+002	3.781049e-003	-5.633656e-001	2.761116e-005	-1.082847e+002	4.981049e-003	6.067993e-001	-2.408250e-005	1.144773e+002	
1.817970e-004	5.655787e-001	-2.306875e-005	1.135366e+002	1.381797e-003	5.870637e-001	-2.424768e-005	1.133595e+002	2.581797e-003	-5.412433e-001	2.598426e-005	-1.080177e+002	3.781797e-003	-5.395884e-001	2.525600e-005	-1.074937e+002	4.981797e-003	5.846832e-001	-2.295651e-005	1.137734e+002	
1.825452e-004	5.412932e-001	-2.125431e-005	1.128734e+002	1.382545e-003	5.651763e-001	-2.175944e-005	1.126711e+002	2.582545e-003	-5.189123e-001	2.689726e-005	-1.072265e+002	3.782545e-003	-5.182331e-001	2.514472e-005	-1.067395e+002	4.982545e-003	5.621710e-001	-2.241109e-005	1.130946e+002	
1.832933e-004	5.178564e-001	-1.925620e-005	1.122673e+002	1.383293e-003	5.445418e-001	-2.366729e-005	1.119914e+002	2.583293e-003	-4.955602e-001	2.797078e-005	-1.064055e+002	3.783293e-003	-4.962652e-001	2.614284e-005	-1.059721e+002	4.983293e-003	5.384575e-001	-2.229396e-005	1.124257e+002	
1.840414e-004	4.962973e-001	-2.357420e-005	1.116264e+002	1.384041e-003	5.219461e-001	-2.135873e-005	1.113177e+002	2.584041e-003	-4.748870e-001	2.638662e-005	-1.055922e+002	3.784041e-003	-4.728448e-001	2.391409e-005	-1.052232e+002	4.984041e-003	5.164715e-001	-2.285524e-005	1.117502e+002	
1.847896e-004	4.746376e-001	-2.307953e-005	1.109283e+002	1.384790e-003	4.997227e-001	-2.331318e-005	1.106493e+002	2.584790e-003	-4.518919e-001	2.815002e-005	-1.047762e+002	3.784790e-003	-4.501023e-001	2.407050e-005	-1.045052e+002	4.984790e-003	4.956121e-001	-2.181678e-005	1.110817e+002	
1.855377e-004	4.508382e-001	-2.305012e-005	1.102381e+002	1.385538e-003	4.775318e-001	-2.013340e-005	1.099992e+002	2.585538e-003	-4.288533e-001	2.779700e-005	-1.039390e+002	3.785538e-003	-4.297888e-001	2.542806e-005	-1.037645e+002	4.985538e-003	4.719714e-001	-2.218624e-005	1.104233e+002	
1.862858e-004	4.295405e-001	-2.246457e-005	1.095571e+002	1.386286e-003	4.530312e-001	-2.091819e-005	1.093849e+002	2.586286e-003	-4.066272e-001	2.846368e-005	-1.030972e+002	3.786286e-003	-4.062931e-001	2.473325e-005	-1.030140e+002	4.986286e-003	4.500707e-001	-2.363122e-005	1.097378e+002	
1.870340e-004	4.089040e-001	-2.190980e-005	1.088931e+002	1.387034e-003	4.305545e-001	-2.244741e-005	1.087361e+002	2.587034e-003	-3.843739e-001	2.788266e-005	-1.022541e+002	3.787034e-003	-3.842455e-001	2.867518e-005	-1.022149e+002	4.987034e-003	4.285084e-001	-2.228070e-005	1.090508e+002	
1.877821e-004	3.866539e-001	-2.220332e-005	1.082331e+002	1.387782e-003	4.079160e-001	-1.980967e-005	1.081038e+002	2.587782e-003	-3.614880e-001	2.974560e-005	-1.013919e+002	3.787782e-003	-3.609837e-001	2.750220e-005	-1.013743e+002	4.987782e-003	4.073289e-001	-2.114536e-005	1.084010e+002	
1.885302e-004	3.633618e-001	-2.216058e-005	1.075693e+002	1.388530e-003	3.851448e-001	-2.069186e-005	1.074978e+002	2.588530e-003	-3.399906e-001	2.736067e-005	-1.005374e+002	3.788530e-003	-3.394332e-001	2.672437e-005	-1.005629e+002	4.988530e-003	3.856452e-001	-2.099226e-005	1.077705e+002	
1.892784e-004	3.425237e-001	-2.267643e-005	1.068984e+002	1.389278e-003	3.639656e-001	-2.241866e-005	1.068527e+002	2.589278e-003	-3.183582e-001	2.503543e-005	-9.975340e+001	3.789278e-003	-3.171425e-001	2.918376e-005	-9.972637e+001	4.989278e-003	3.615419e-001	-2.074023e-005	1.071461e+002	
1.900265e-004	3.199483e-001	-2.351433e-005	1.062072e+002	1.390027e-003	3.401512e-001	-2.235258e-005	1.061828e+002	2.590027e-003	-2.964572e-001	2.772736e-005	-9.896392e+001	3.790027e-003	-2.948771e-001	2.867974e-005	-9.886058e+001	4.990027e-003	3.408077e-001	-2.566472e-005	1.064518e+002	
1.907747e-004	2.971741e-001	-2.142895e-005	1.055348e+002	1.390775e-003	3.169291e-001	-2.398247e-005	1.054895e+002	2.590775e-003	-2.747936e-001	2.808198e-005	-9.812886e+001	3.790775e-003	-2.716383e-001	2.929725e-005	-9.799308e+001	4.990775e-003	3.169231e-001	-2.369513e-005	1.057132e+002	
1.915228e-004	2.755665e-001	-2.215760e-005	1.048826e+002	1.391523e-003	2.967001e-001	-2.250633e-005	1.047939e+002	2.591523e-003	-2.517692e-001	3.051545e-005	-9.725209e+001	3.791523e-003	-2.507711e-001	2.410241e-005	-9.719408e+001	4.991523e-003	2.959774e-001	-2.319945e-005	1.050115e+002	
1.922709e-004	2.512888e-001	-2.277312e-005	1.042103e+002	1.392271e-003	2.743060e-001	-2.264576e-005	1.041183e+002	2.592271e-003	-2.300345e-001	3.079370e-005	-9.633474e+001	3.792271e-003	-2.264089e-001	3.534081e-005	-9.630465e+001	4.992271e-003	2.722292e-001	-1.795133e-005	1.043958e+002	
1.930191e-004	2.293763e-001	-2.330962e-005	1.035208e+002	1.393019e-003	2.524267e-001	-2.226003e-005	1.034464e+002	2.593019e-003	-2.064456e-001	2.969977e-005	-9.542959e+001	3.793019e-003	-2.049211e-001	2.858969e-005	-9.534807e+001	4.993019e-003	2.494456e-001	-2.105967e-005	1.038121e+002	
1.937672e-004	2.076554e-001	-2.369887e-005	1.028174e+002	1.393767e-003	2.294378e-001	-2.367550e-005	1.027591e+002	2.593767e-003	-1.841636e-001	2.802596e-005	-9.456586e+001	3.793767e-003	-1.817287e-001	3.243898e-005	-9.443492e+001	4.993767e-003	2.287244e-001	-2.203845e-005	1.031672e+002	
1.945153e-004	1.845795e-001	-2.239338e-005	1.021277e+002	1.394515e-003	2.073991e-001	-2.510541e-005	1.020292e+002	2.594515e-003	-1.618620e-001	2.802497e-005	-9.372718e+001	3.794515e-003	-1.597965e-001	2.297103e-005	-9.360584e+001	4.994515e-003	2.054321e-001	-2.257498e-005	1.024997e+002	
1.952635e-004	1.628955e-001	-2.213831e-005	1.014614e+002	1.395263e-003	1.836672e-001	-2.258249e-005	1.013157e+002	2.595263e-003	-1.390770e-001	3.122149e-005	-9.284069e+001	3.795263e-003	-1.380430e-001	3.064601e-005	-9.280358e+001	4.995263e-003	1.823992e-001	-2.297103e-005	1.018182e+002	
1.960116e-004	1.404204e-001	-2.421450e-005	1.007679e+002	1.396012e-003	1.615848e-001	-2.243859e-005	1.006420e+002	2.596012e-003	-1.168968e-001	2.893123e-005	-9.194064e+001	3.796012e-003	-1.148613e-001	2.643239e-005	-9.194953e+001	4.996012e-003	1.600616e-001	-2.627715e-005	1.010813e+002	
1.967597e-004	1.181887e-001	-2.361944e-005	1.000521e+002	1.396760e-003	1.377977e-001	-2.196675e-005	9.997760e+001	2.596760e-003	-9.353062e-002	3.245717e-005	-9.102211e+001	3.796760e-003	-9.278534e-002	3.706344e-005	-9.099946e+001	4.996760e-003	1.372426e-001	-2.326607e-005	1.003400e+002	
1.975079e-004	9.495107e-002	-2.149498e-005	9.937711e+001	1.397508e-003	1.173064e-001	-2.066543e-005	9.933971e+001	2.597508e-003	-7.189517e-002	3.419417e-005	-9.002482e+001	3.797508e-003	-7.189981e-002	3.031390e-005	-8.999131e+001	4.997508e-003	1.159244e-001	-2.459896e-005	9.962383e+001	
1.982560e-004	7.326803e-002	-2.662849e-005	9.865705e+001	1.398256e-003	9.472246e-002	-2.357060e-005	9.867782e+001	2.598256e-003	-4.637598e-002	2.958648e-005	-8.907049e+001	3.798256e-003	-4.768630e-002	3.167707e-005	-8.906376e+001	4.998256e-003	9.346784e-002	-2.659803e-005	9.885779e+001	
1.990042e-004	5.024567e-002	-2.566864e-005	9.787454e+001	1.399004e-003	7.214511e-002	-2.169848e-005	9.800047e+001	2.599004e-003	-2.496532e-002	3.128851e-005	-8.815964e+001	3.799004e-003	-2.444919e-002	3.252866e-005	-8.810307e+001	4.999004e-003	6.959788e-002	-1.935026e-005	9.817027e+001	
1.997523e-004	2.836895e-002	-2.228134e-005	9.715708e+001	1.399752e-003	5.016943e-002	-2.268635e-005	9.733635e+001	2.599752e-003	-3.085795e-003	3.556788e-005	-8.715928e+001	3.799752e-003	-1.380000e-003	3.072375e-005	-8.715664e+001	4.999752e-003	4.801411e-002	-2.752069e-005	9.746896e+001	
2.005004e-004	2.335236e-002	-9.675753e-006	9.667891e+001	1.400500e-003	2.852608e-002	-2.125219e-005	9.667891e+001	2.600500e-003	1.865176e-002	3.080552e-005	-8.616616e+001	3.800500e-003	1.898299e-002	3.547302e-005	-8.616616e+001	5.000500e-003	2.782901e-002	-2.528017e-005	9.667891e+001	
2.012486e-004	2.218315e-002	-6.857136e-006	9.643154e+001	1.401249e-003	2.287417e-002	-9.277468e-006	9.622211e+001	2.601249e-003	2.314354e-002	1.790980e-005	-8.543724e+001	3.801249e-003	2.420234e-002	1.544735e-005	-8.540425e+001	5.001249e-003	2.174065e-002	-7.239854e-006	9.619233e+001	
2.019967e-004	2.087705e-002	-6.199816e-007	9.631966e+001	1.401997e-003	2.282745e-002	-6.473938e-006	9.598642e+001	2.601997e-003	2.345791e-002	1.161738e-005	-8.499543e+001	3.801997e-003	2.369884e-002	8.352665e-006	-8.504813e+001	5.001997e-003	2.370089e-002	-7.321567e-006	9.597445e+001	
2.027448e-004	2.282095e-002	-1.436046e-006	9.628889e+001	1.402745e-003	2.337366e-002	-3.664231e-006	9.583473e+001	2.602745e-003	2.450567e-002	1.011637e-005	-8.467024e+001	3.802745e-003	2.433708e-002	9.571504e-006	-8.477994e+001	5.002745e-003	2.177017e-002	-2.933636e-006	9.582100e+001	
2.034930e-004	2.148707e-002	-1.848782e-006	9.623974e+001	1.403493e-003	2.292802e-002	-4.595809e-006	9.571114e+001	2.603493e-003	2.470540e-002	5.163907e-006	-8.444160e+001	3.803493e-003	2.471687e-002	8.734678e-007	-8.462366e+001	5.003493e-003	2.146077e-002	-1.643950e-006	9.575251e+001	
2.042411e-004	2.161877e-002	-3.890355e-006	9.615387e+001	1.404241e-003	2.278084e-002	-4.567960e-006	9.557402e+001	2.604241e-003	2.514974e-002	6.703580e-006	-8.426403e+001	3.804241e-003	2.562544e-002	5.525799e-006	-8.452791e+001	5.004241e-003	2.139538e-002	-1.703153e-006	9.570243e+001	
2.049892e-004	2.120570e-002	-1.164008e-006	9.607824e+001	1.404989e-003	2.274894e-002	-1.242091e-006	9.548709e+001	2.604989e-003	2.158990e-002	3.357378e-006	-8.411350e+001	3.804989e-003	2.539436e-002	9.423826e-007	-8.443112e+001	5.004989e-003	2.120276e-002	8.073933e-007	9.568902e+001	
2.057374e-004	2.173112e-002	-2.264357e-006	9.602695e+001	1.405737e-003	2.419630e-002	-3.810497e-006	9.541149e+001	2.605737e-003	2.363691e-002	4.799354e-006	-8.399145e+001	3.805737e-003	2.468551e-002	1.325960e-006	-8.439718e+001	5.005737e-003	2.195034e-002	-3.981773e-007	9.569515e+001	
2.064855e-004	2.192069e-002	-3.186644e-007	9.598830e+001	1.406486e-003	2.278375e-002	1.746072e-006	9.538060e+001	2.606486e-003	2.445902e-002	5.684362e-006	-8.383458e+001	3.806486e-003	2.404057e-002	5.096272e-006	-8.430109e+001	5.006486e-003	2.298769e-002	-1.041028e-006	9.567361e+001	
2.072336e-004	1.991332e-002	-4.760452e-006	9.591230e+001	1.407234e-003	2.232709e-002	1.463899e-006	9.542863e+001	2.607234e-003	2.363674e-002	4.387318e-006	-8.368388e+001	3.807234e-003	2.603885e-002	1.195538e-006	-8.420695e+001	5.007234e-003	2.266145e-002	-3.539809e-006	9.560507e+001	
2.079818e-004	2.224770e-002	-1.525489e-006	9.581825e+001	1.407982e-003	2.208192e-002	-1.853484e-006	9.542280e+001	2.607982e-003	2.293399e-002	3.719104e-006	-8.356259e+001	3.807982e-003	2.387576e-002	4.781642e-006	-8.411751e+001	5.007982e-003	2.164098e-002	3.709754e-007	9.555766e+001	
2.087299e-004	2.198280e-002	-1.193158e-006	9.577757e+001	1.408730e-003	2.082491e-002	-1.954488e-006	9.536582e+001	2.608730e-003	2.533035e-002	3.469363e-006	-8.345503e+001	3.808730e-003	2.311144e-002	4.640060e-006	-8.397654e+001	5.008730e-003	2.204512e-002	-1.383174e-006	9.554251e+001	
2.094781e-004	2.223852e-002	-2.111841e-006	9.572812e+001	1.409478e-003	2.273177e-002	-3.284905e-006	9.528742e+001	2.609478e-003	2.529638e-002	3.797180e-006	-8.334630e+001	3.809478e-003	2.501996e-002	2.525313e-006	-8.386932e+001	5.009478e-003	2.162423e-002	-4.138380e-006	9.545989e+001	
2.102262e-004	2.166516e-002	-2.075116e-006	9.566547e+001	1.410226e-003	2.171529e-002	-1.578630e-006	9.521465e+001	2.610226e-003	2.418460e-002	9.904896e-007	-8.327467e+001	3.810226e-003	2.432136e-002	3.722023e-006	-8.377585e+001	5.010226e-003	2.173403e-002	6.151308e-007	9.540718e+001	
2.109743e-004	2.014466e-002	5.092839e-007	9.564204e+001	1.410974e-003	2.007492e-002	-3.563808e-007	9.518570e+001	2.610974e-003	2.606722e-002	3.102401e-006	-8.321343e+001	3.810974e-003	2.207634e-002	1.440268e-006	-8.369860e+001	5.010974e-003	2.214520e-002	-2.020792e-006	9.538614e+001	
2.117225e-004	2.269895e-002	-1.563049e-006	9.562627e+001	1.411722e-003	2.117435e-002	8.702566e-008	9.518167e+001	2.611722e-003	2.487490e-002	3.199922e-006	-8.311913e+001	3.811722e-003	2.425534e-002	3.784015e-006	-8.362044e+001	5.011722e-003	2.240022e-002	3.323203e-006	9.540563e+001	
2.124706e-004	2.226805e-002	-2.420210e-006	9.556667e+001	1.412471e-003	2.143718e-002	1.408037e-007	9.518508e+001	2.612471e-003	2.427573e-002	3.229233e-006	-8.302293e+001	3.812471e-003	2.493602e-002	1.945204e-007	-8.356091e+001	5.012471e-003	2.212701e-002	-7.944656e-008	9.545417e+001	
